,web,dist_sea,dist_city,stars,feedb,price,feedb_n,num_rooms,pool,kids,anim,location,dist_sea_km,dist_city_km,perks_n,amenities_n,Бар или ресторан,Бассейн,Бесплатный интернет,Джакузи,Для гостей с ограниченными возможностями,Кондиционер,Конференц-зал,Кухня,Можно курить,Парковка,Пляж рядом,Подходит для детей,Разрешено с домашними животными,Спа-услуги,Трансфер,Фитнес,tv_bin,brekf_bin,fridge_bin,heat_bin,iron_bin,smokefree_bin,invalid_bin
4843,https://ostrovok.ru/hotel/russia/sochi/mid6583908/_0x7cfbf/,60.0,23400.0,0,0.0,4808,0,10.0,1,0,0,sochi,0.0,1.0,4,24,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
4844,https://ostrovok.ru/hotel/russia/sochi/mid6585687/gostinitsa_voronezh/,20.0,18600.0,0,8.4,3206,7,37.0,1,2,0,sochi,0.0,1.0,5,34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4846,https://ostrovok.ru/hotel/russia/sochi/mid6593439/studio_bambukovaya_42a/,780.0,2900.0,0,8.0,4808,0,1.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4847,https://ostrovok.ru/hotel/russia/sochi/mid6593960/bashnya/,80.0,23900.0,0,0.0,3206,0,12.0,0,0,0,sochi,0.0,1.0,3,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4848,https://ostrovok.ru/hotel/russia/sochi/mid6595046/guest_house_katerina_komfort/,890.0,3100.0,0,0.0,3206,0,8.0,0,1,0,sochi,0.0,1.0,5,18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4849,https://ostrovok.ru/hotel/russia/sochi/mid6598104/holiday_home_podkova/,5900.0,6900.0,0,0.0,4808,0,2.0,1,0,0,sochi,1.0,1.0,5,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
4850,https://ostrovok.ru/hotel/russia/sochi/mid6598241/uyutny_dom_2/,450.0,22000.0,0,0.0,4808,0,4.0,1,1,0,sochi,0.0,1.0,5,21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4851,https://ostrovok.ru/hotel/russia/sochi/mid6601612/kavkaz_health_resort/,0.0,13700.0,2,6.0,10551,21,54.0,1,2,0,sochi,0.0,1.0,5,33,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
4852,https://ostrovok.ru/hotel/russia/sochi/mid6602813/dimiki/,390.0,24300.0,0,8.0,3206,0,12.0,1,1,0,sochi,0.0,1.0,5,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4855,https://ostrovok.ru/hotel/russia/sochi/mid6604665/_0x53986/,1300.0,3300.0,0,8.9,2700,6,9.0,0,1,0,sochi,1.0,1.0,5,19,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4856,https://ostrovok.ru/hotel/russia/sochi/mid6605059/_0x3127c/,70.0,18300.0,2,9.0,3872,2,12.0,1,1,0,sochi,0.0,1.0,5,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4857,https://ostrovok.ru/hotel/russia/sochi/mid6606560/country_house_dagomys/,9100.0,10900.0,0,0.0,4808,0,1.0,1,1,0,sochi,1.0,1.0,5,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4858,https://ostrovok.ru/hotel/russia/sochi/mid6606891/sssr_health_resort/,160.0,19700.0,0,6.0,8506,39,252.0,1,1,0,sochi,0.0,1.0,5,31,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
4859,https://ostrovok.ru/hotel/russia/sochi/mid6608751/na_vzletnaya_16_guest_house/,500.0,22800.0,0,0.0,3206,0,25.0,1,1,0,sochi,0.0,1.0,5,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4861,https://ostrovok.ru/hotel/russia/sochi/mid6611814/guest_house_rakhmaninova_25/,820.0,2600.0,0,0.0,3206,0,9.0,0,0,0,sochi,0.0,1.0,5,9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4862,https://ostrovok.ru/hotel/russia/sochi/mid6613700/gorny_vozdukh_health_resort/,0.0,14200.0,3,0.0,14264,0,694.0,1,0,0,sochi,0.0,1.0,5,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4865,https://ostrovok.ru/hotel/russia/sochi/mid6621668/sibiryak/,990.0,20200.0,0,8.0,4808,3,10.0,1,1,0,sochi,0.0,1.0,5,19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4866,https://ostrovok.ru/hotel/russia/sochi/mid6622700/_0x3193c/,470.0,4700.0,0,0.0,4808,0,10.0,1,0,0,sochi,0.0,1.0,5,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
4867,https://ostrovok.ru/hotel/russia/sochi/mid6626992/apartment_na_kalinina/,560.0,23100.0,0,0.0,7009,0,1.0,1,0,0,sochi,0.0,1.0,4,28,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4868,https://ostrovok.ru/hotel/russia/sochi/mid6629255/holiday_home_na_darvina/,1100.0,16100.000000000002,0,0.0,4808,0,1.0,0,0,0,sochi,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4870,https://ostrovok.ru/hotel/russia/sochi/mid6629694/guest_house_laura_3/,970.0,25600.0,0,0.0,3206,0,4.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4871,https://ostrovok.ru/hotel/russia/sochi/mid6629695/olga_dom/,650.0,31400.0,0,0.0,4808,0,7.0,0,0,0,sochi,0.0,1.0,4,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4873,https://ostrovok.ru/hotel/russia/sochi/mid6630492/guest_house_pribrezhnyy/,550.0,17600.0,0,10.0,3206,0,8.0,1,0,0,sochi,0.0,1.0,5,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4877,https://ostrovok.ru/hotel/russia/sochi/mid6634051/baza_otdyha_gorizont/,500.0,11500.0,0,1.0,1422,1,18.0,1,0,0,sochi,0.0,1.0,5,24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4878,https://ostrovok.ru/hotel/russia/sochi/mid6634199/lilia_guest_house_3/,290.0,49100.0,0,8.0,3206,0,20.0,0,0,0,sochi,0.0,1.0,5,12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4879,https://ostrovok.ru/hotel/russia/sochi/mid6635999/hotel_iceberg/,0.0,51400.0,0,8.0,4808,9,12.0,1,0,0,sochi,0.0,1.0,5,21,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
4880,https://ostrovok.ru/hotel/russia/sochi/mid6638143/diana_guest_house/,140.0,49700.0,0,8.0,3206,0,9.0,0,0,0,sochi,0.0,1.0,5,14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4881,https://ostrovok.ru/hotel/russia/sochi/mid6639334/guest_house_elling_solnechniy/,0.0,17000.0,0,9.0,2125,24,4.0,0,0,0,sochi,0.0,1.0,5,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4882,https://ostrovok.ru/hotel/russia/sochi/mid6639784/oranzhevoe_solntse/,470.0,46300.0,3,10.0,4168,108,20.0,1,3,0,sochi,0.0,1.0,5,46,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
4883,https://ostrovok.ru/hotel/russia/sochi/mid6640603/gostevoj_dom_amina/,570.0,5500.0,0,0.0,4808,0,13.0,1,1,0,sochi,0.0,1.0,5,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4884,https://ostrovok.ru/hotel/russia/sochi/mid6642743/apartment_on_prosvesheniya/,10.0,21500.0,0,0.0,7009,0,1.0,1,0,0,sochi,0.0,1.0,5,27,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4885,https://ostrovok.ru/hotel/russia/sochi/mid6642963/apartment_khlebozavodskoy/,650.0,2800.0,0,0.0,7009,0,4.0,0,0,0,sochi,0.0,1.0,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
4886,https://ostrovok.ru/hotel/russia/sochi/mid6643791/villa_yuzhnaya_guesthouse/,1200.0,25100.0,0,5.4,30321,3,45.0,0,0,0,sochi,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4888,https://ostrovok.ru/hotel/russia/sochi/mid6644217/_0x3239a/,520.0,48300.0,0,0.0,4808,0,1.0,1,0,0,sochi,0.0,1.0,5,34,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4889,https://ostrovok.ru/hotel/russia/sochi/mid6645767/guesthouse_salyut/,1200.0,4300.0,0,10.0,4808,0,5.0,0,0,0,sochi,1.0,1.0,5,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
4890,https://ostrovok.ru/hotel/russia/sochi/mid6647394/_0x405c4/,300.0,21200.0,3,0.0,4221,0,20.0,0,0,0,sochi,0.0,1.0,4,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4891,https://ostrovok.ru/hotel/russia/sochi/mid6648000/guest_house_stone_house/,710.0,14000.0,0,8.9,2700,13,12.0,0,1,0,sochi,0.0,1.0,5,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4892,https://ostrovok.ru/hotel/russia/sochi/mid6649093/malibu_4/,180.0,23500.0,0,2.0,3206,1,12.0,0,1,0,sochi,0.0,1.0,5,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4893,https://ostrovok.ru/hotel/russia/sochi/mid6649288/guest_house_landyshevaya/,150.0,6300.0,0,10.0,3206,0,5.0,0,0,0,sochi,0.0,1.0,5,14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4895,https://ostrovok.ru/hotel/russia/sochi/mid6650843/u_angeliny_na_roz_39/,390.0,558.1,0,0.0,7009,0,1.0,0,1,0,sochi,0.0,0.0,5,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4896,https://ostrovok.ru/hotel/russia/sochi/mid6651373/guest_house_angelina/,150.0,18600.0,0,0.0,3206,0,14.0,0,1,0,sochi,0.0,1.0,5,18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4897,https://ostrovok.ru/hotel/russia/sochi/mid6654174/golubaya_dacha_2/,680.0,59600.0,0,0.0,4808,0,1.0,0,0,0,sochi,0.0,1.0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4899,https://ostrovok.ru/hotel/russia/sochi/mid6656081/loo_guest_house/,380.0,17400.0,0,0.0,3206,0,10.0,0,1,0,sochi,0.0,1.0,5,16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4900,https://ostrovok.ru/hotel/russia/sochi/mid6660119/hostel_cheshirskij_kot/,310.0,629.0,0,8.6,2905,18,5.0,1,1,0,sochi,0.0,0.0,5,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4901,https://ostrovok.ru/hotel/russia/sochi/mid6660975/sanmaria/,960.0,4300.0,0,0.0,4808,0,9.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4902,https://ostrovok.ru/hotel/russia/sochi/mid6663749/guest_house_on_vidovaya/,1800.0,7100.0,0,0.0,3206,0,2.0,1,1,0,sochi,1.0,1.0,3,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
4904,https://ostrovok.ru/hotel/russia/sochi/mid6667897/charm_guest_house_2/,820.0,14700.0,0,0.0,3206,0,4.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4905,https://ostrovok.ru/hotel/russia/sochi/mid6668292/lilona/,1200.0,47800.0,0,7.1,2781,12,22.0,0,0,0,sochi,1.0,1.0,5,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4906,https://ostrovok.ru/hotel/russia/sochi/mid6668704/sapfir_2/,2000.0,21600.0,0,8.8,4808,6,38.0,0,0,0,sochi,1.0,1.0,5,16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4907,https://ostrovok.ru/hotel/russia/sochi/mid6669475/guest_house_margaritka/,760.0,20200.0,0,10.0,3206,2,17.0,0,0,0,sochi,0.0,1.0,5,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4908,https://ostrovok.ru/hotel/russia/sochi/mid6669486/zhemchizhuna_yamala/,720.0,17200.0,0,8.0,4808,5,18.0,1,4,0,sochi,0.0,1.0,5,47,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4909,https://ostrovok.ru/hotel/russia/sochi/mid6669491/cardinal/,260.0,49300.0,0,9.0,4808,11,39.0,0,1,0,sochi,0.0,1.0,5,22,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
4911,https://ostrovok.ru/hotel/russia/sochi/mid6674984/guest_house_u_svetlany/,1600.0,1400.0,0,0.0,3206,0,7.0,0,0,0,sochi,1.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4912,https://ostrovok.ru/hotel/russia/sochi/mid6675294/ecodom_alisa/,440.0,16600.0,0,10.0,4808,1,4.0,1,0,0,sochi,0.0,1.0,5,11,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4913,https://ostrovok.ru/hotel/russia/sochi/mid6676721/apartment_konstitutsii/,320.0,557.8,0,0.0,7009,0,1.0,1,1,0,sochi,0.0,0.0,5,27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4914,https://ostrovok.ru/hotel/russia/sochi/mid6678367/minihotel_sandra/,270.0,45700.0,0,0.0,3714,0,4.0,1,0,0,sochi,0.0,1.0,4,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4915,https://ostrovok.ru/hotel/russia/sochi/mid6678506/gostevoj_dom_mariya_2/,600.0,20000.0,0,8.0,3206,0,15.0,0,0,0,sochi,0.0,1.0,5,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4916,https://ostrovok.ru/hotel/russia/sochi/mid6680348/elling_malyi_ahun/,600.0,9600.0,0,0.0,4808,0,1.0,1,0,0,sochi,0.0,1.0,5,29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
4917,https://ostrovok.ru/hotel/russia/sochi/mid6682334/_0x3be21/,520.0,1400.0,0,4.0,2905,0,13.0,1,2,0,sochi,0.0,1.0,5,34,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
4918,https://ostrovok.ru/hotel/russia/sochi/mid6682594/_0x34bf4/,570.0,14800.0,0,0.0,4808,0,13.0,1,3,0,sochi,0.0,1.0,5,31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4919,https://ostrovok.ru/hotel/russia/sochi/mid6682856/apartment_on_nagornaya_27/,510.0,1200.0,0,0.0,7009,0,1.0,0,1,0,sochi,0.0,1.0,4,11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4921,https://ostrovok.ru/hotel/russia/sochi/mid6683731/tikhaia_gavan_2/,1400.0,34000.0,0,8.7,1800,2,11.0,0,3,0,sochi,1.0,1.0,5,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4922,https://ostrovok.ru/hotel/russia/sochi/mid6684080/hotel_eucalypt/,310.0,16900.0,0,0.0,4808,0,20.0,0,0,0,sochi,0.0,1.0,5,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4923,https://ostrovok.ru/hotel/russia/sochi/mid6684472/_0x31b16/,0.0,16800.0,0,8.0,4808,0,10.0,0,0,0,sochi,0.0,1.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4924,https://ostrovok.ru/hotel/russia/sochi/mid6684699/guesthouse_u_vladimira/,360.0,17400.0,0,0.0,4808,0,13.0,1,0,0,sochi,0.0,1.0,5,44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4925,https://ostrovok.ru/hotel/russia/sochi/mid6685405/_0x33ca4/,820.0,48200.0,0,0.0,3206,0,9.0,1,2,0,sochi,0.0,1.0,5,24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
4929,https://ostrovok.ru/hotel/russia/sochi/mid6687499/guest_house_diana_5/,20.0,47900.0,0,0.0,3206,0,4.0,0,0,0,sochi,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4930,https://ostrovok.ru/hotel/russia/sochi/mid6687657/apartment_na_krymskoy_77/,240.0,5300.0,0,0.0,7009,0,2.0,1,2,0,sochi,0.0,1.0,5,14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4931,https://ostrovok.ru/hotel/russia/sochi/mid6689002/_0x38f42/,100.0,17600.0,3,6.5,2795,16,118.0,1,1,0,sochi,0.0,1.0,5,40,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4933,https://ostrovok.ru/hotel/russia/sochi/mid6689159/guest_house_loza_3/,70.0,18500.0,0,6.6,5175,3,13.0,0,0,0,sochi,0.0,1.0,4,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4934,https://ostrovok.ru/hotel/russia/sochi/mid6689190/komfort_5/,340.0,23500.0,0,9.2,4000,35,16.0,0,0,0,sochi,0.0,1.0,5,20,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4935,https://ostrovok.ru/hotel/russia/sochi/mid6689236/apartment_rakhmaninova/,910.0,2600.0,0,0.0,7009,0,1.0,0,1,0,sochi,0.0,1.0,5,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4936,https://ostrovok.ru/hotel/russia/sochi/mid6689871/apartment_internatsionalnaya/,80.0,24400.0,0,0.0,7009,0,1.0,1,0,0,sochi,0.0,1.0,5,27,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4937,https://ostrovok.ru/hotel/russia/sochi/mid6690758/apartment_na_vorovskogo/,530.0,461.0,0,0.0,7009,0,3.0,0,2,0,sochi,0.0,0.0,5,13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
4938,https://ostrovok.ru/hotel/russia/sochi/mid6691609/guest_house_korolevyh/,0.0,17800.0,0,0.0,3206,0,6.0,1,2,0,sochi,0.0,1.0,5,36,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
4939,https://ostrovok.ru/hotel/russia/sochi/mid6692282/apartments_ostrov_mechty/,820.0,920.3,0,0.0,7009,0,4.0,0,5,0,sochi,0.0,0.0,5,30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
