,stars,feedb,Бар или ресторан,Бассейн,Бесплатный интернет,Джакузи,Для гостей с ограниченными возможностями,Кондиционер,Конференц-зал,Кухня,Можно курить,Парковка,Пляж рядом,Подходит для детей,Разрешено с домашними животными,Спа-услуги,Трансфер,Фитнес,tv_bin,brekf_bin,fridge_bin,heat_bin,iron_bin,dist_city,num_rooms,perks_n,amenities_n,dist_sea,feedb_n
0,0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.803667217253917,4.30406509320417,0.0,0.0,0.0,1.9459101490553132
1,0,8.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.769956159911606,2.0794415416798357,1.6094379124341003,3.332204510175204,4.941642422609304,3.2188758248682006
2,0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,10.094107912144779,2.9444389791664403,1.6094379124341003,3.6888794541139363,6.756932389247553,3.6109179126442243
3,0,7.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.825526011066415,3.58351893845611,1.6094379124341003,3.6635616461296463,5.703782474656201,2.302585092994046
4,0,8.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.893437216682626,2.4849066497880004,1.6094379124341003,3.713572066704308,6.813444599510896,1.3862943611198906
5,0,8.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.549609165154532,0.6931471805599453,1.6094379124341003,3.367295829986474,5.886104031450156,2.4849066497880004
6,0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.711115659888671,2.302585092994046,1.6094379124341003,3.9512437185814275,5.19295685089021,0.0
7,2,7.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.72913416539135,3.6888794541139363,1.6094379124341003,4.2626798770413155,5.560681631015528,2.8903717578961645
8,0,6.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.8632667240095735,2.995732273553991,1.6094379124341003,3.1780538303479458,7.495541943884256,2.302585092994046
9,0,7.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.961756460660103,2.3978952727983707,1.0986122886681098,2.4849066497880004,5.703782474656201,4.02535169073515
10,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.824046010856292,3.9512437185814275,1.6094379124341003,4.23410650459726,5.66988092298052,0.0
11,0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.717157974344635,2.995732273553991,1.6094379124341003,3.1780538303479458,6.327936783729195,1.3862943611198906
12,4,9.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.090076835776092,2.70805020110221,1.6094379124341003,3.5553480614894135,6.1092475827643655,4.23410650459726
13,0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.069001991013701,0.0,0.0,0.0,6.413458957167357,1.791759469228055
14,3,7.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10.126631103850338,4.0943445622221,1.0986122886681098,2.5649493574615367,5.3471075307174685,4.007333185232471
15,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,8.242756345714477,2.3978952727983707,1.6094379124341003,3.6109179126442243,6.606650186198215,0.0
16,0,8.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.903446007394039,4.356708826689592,1.6094379124341003,3.6888794541139363,5.966146739123692,4.6913478822291435
17,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.737217250742439,0.0,1.3862943611198906,2.995732273553991,6.0867747269123065,0.0
18,0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.760028280004509,4.0943445622221,1.6094379124341003,2.70805020110221,7.003065458786462,0.0
19,0,8.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.060491301345794,3.4339872044851463,1.6094379124341003,3.6888794541139363,5.598421958998375,0.6931471805599453
20,0,9.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.193180151008571,1.3862943611198906,1.6094379124341003,3.5553480614894135,6.063785208687608,2.833213344056216
21,0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.740968623038354,4.605170185988092,1.6094379124341003,4.584967478670572,5.135798437050262,0.6931471805599453
22,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.789319076925574,3.784189633918261,1.6094379124341003,2.5649493574615367,6.396929655216146,0.0
23,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.764265574480024,4.477336814478207,0.6931471805599453,0.0,6.476972362889683,0.0
24,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.908475094047168,5.075173815233827,1.0986122886681098,1.791759469228055,6.234410725718371,0.0
25,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.786953736280177,4.787491742782046,0.6931471805599453,0.0,4.700480365792417,0.0
26,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.581903928408666,4.605170185988092,1.6094379124341003,3.332204510175204,5.966146739123692,0.0
27,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.581903928408666,4.382026634673881,1.6094379124341003,2.302585092994046,4.867534450455582,0.0
28,2,7.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.056208639553791,4.060443010546419,1.3862943611198906,1.9459101490553132,4.867534450455582,4.8283137373023015
29,0,9.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.776870783399007,2.8903717578961645,1.6094379124341003,3.2188758248682006,0.0,3.9889840465642745
30,0,9.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.674074388208323,2.4849066497880004,1.6094379124341003,3.4339872044851463,6.345636360828596,1.791759469228055
31,0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.003332887505843,2.772588722239781,1.6094379124341003,4.02535169073515,6.131226489483141,2.1972245773362196
32,0,8.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,10.221941283654663,2.302585092994046,1.3862943611198906,2.6390573296152584,6.507277712385012,0.6931471805599453
33,4,8.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.600902459542082,3.6375861597263857,1.6094379124341003,3.828641396489095,5.857933154483459,4.07753744390572
34,0,7.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.770588040219511,2.6390573296152584,1.6094379124341003,2.3978952727983707,4.700480365792417,1.3862943611198906
35,4,9.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,6.449996376152838,3.6888794541139363,1.6094379124341003,3.6109179126442243,5.768320995793772,3.5553480614894135
36,3,8.8,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.302263672493496,2.8903717578961645,1.6094379124341003,3.332204510175204,8.294049640102028,1.0986122886681098
37,0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.546812608597396,3.9318256327243257,1.6094379124341003,3.6888794541139363,5.298317366548036,2.0794415416798357
38,0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.574983485564092,4.127134385045092,1.6094379124341003,3.828641396489095,5.857933154483459,0.6931471805599453
39,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,8.131530710604252,4.976733742420574,1.6094379124341003,4.127134385045092,7.003065458786462,0.0
40,1,7.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.31559720336296,4.584967478670572,1.6094379124341003,3.4011973816621555,6.492239835020471,1.3862943611198906
41,0,7.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.766377507683169,4.787491742782046,1.6094379124341003,3.5263605246161616,7.170119543449628,1.3862943611198906
42,0,7.7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.114558522616068,2.302585092994046,1.6094379124341003,2.3978952727983707,6.0867747269123065,3.044522437723423
43,0,7.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.923290179832307,3.332204510175204,1.6094379124341003,3.6375861597263857,6.907755278982137,2.0794415416798357
44,3,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.68270762989381,2.70805020110221,1.6094379124341003,3.4339872044851463,7.170119543449628,3.58351893845611
45,0,6.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.539644119118783,5.627621113690637,1.6094379124341003,4.143134726391533,5.480638923341991,2.3978952727983707
46,0,7.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.056208639553791,4.0943445622221,1.3862943611198906,2.3978952727983707,4.248495242049359,1.3862943611198906
47,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.225571051705241,0.0,0.6931471805599453,1.3862943611198906,7.600902459542082,0.0
48,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.089967119478747,3.091042453358316,1.0986122886681098,2.1972245773362196,6.721425700790643,0.0
49,3,8.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.170119543449628,4.219507705176107,1.6094379124341003,3.58351893845611,6.016157159698354,4.343805421853684
50,0,8.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,7.438383530044307,3.6888794541139363,1.6094379124341003,3.970291913552122,7.438383530044307,2.8903717578961645
51,0,6.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.210972252284089,2.995732273553991,1.3862943611198906,2.3978952727983707,5.598421958998375,1.6094379124341003
52,0,9.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.3777589082278725,2.302585092994046,1.6094379124341003,3.091042453358316,5.66988092298052,3.5263605246161616
53,0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.98506753952855,3.4011973816621555,1.6094379124341003,3.5263605246161616,5.634789603169249,2.772588722239781
54,4,8.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.01681623784313,3.58351893845611,1.6094379124341003,3.6109179126442243,0.0,3.871201010907891
55,0,9.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,10.760028280004509,0.0,1.6094379124341003,2.6390573296152584,7.090076835776092,1.6094379124341003
56,0,8.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.913437883389296,2.5649493574615367,1.6094379124341003,2.995732273553991,6.327936783729195,2.3978952727983707
57,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3777589082278725,2.772588722239781,1.6094379124341003,2.3978952727983707,5.799092654460526,0.0
58,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.077440859659566,4.204692619390966,1.6094379124341003,3.6375861597263857,10.021270588192511,0.0
59,3,8.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,7.7406644019172415,3.1354942159291497,1.6094379124341003,3.4339872044851463,6.745236349484363,4.07753744390572
60,4,9.1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.783224016336037,1.791759469228055,1.6094379124341003,3.295836866004329,0.0,2.3978952727983707
61,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.411832675758411,2.1972245773362196,0.6931471805599453,1.791759469228055,7.8632667240095735,0.0
62,0,8.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.196157166498947,3.258096538021482,1.6094379124341003,2.833213344056216,8.716044050161402,1.6094379124341003
63,0,9.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,7.495541943884256,1.3862943611198906,1.6094379124341003,3.6888794541139363,6.620073206530356,1.3862943611198906
64,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.308952660644293,0.0,1.3862943611198906,2.6390573296152584,10.043249494911286,0.0
65,0,9.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,6.907755278982137,2.5649493574615367,1.6094379124341003,3.7376696182833684,6.866933284461882,3.332204510175204
66,0,7.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,8.594154232552366,2.302585092994046,1.6094379124341003,3.332204510175204,6.579251212010101,2.0794415416798357
67,4,9.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.893437216682626,5.521460917862246,1.6094379124341003,3.9318256327243257,5.247024072160486,5.476463551931511
68,4,8.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,6.183323808382426,3.6888794541139363,1.6094379124341003,3.4339872044851463,5.480638923341991,3.091042453358316
69,0,9.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,10.06475570013225,2.995732273553991,1.6094379124341003,3.1780538303479458,5.940171252720432,0.0
70,0,8.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.830916859701293,3.912023005428146,1.0986122886681098,2.3978952727983707,5.703782474656201,4.30406509320417
71,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.190137664658664,2.4849066497880004,1.6094379124341003,2.5649493574615367,6.877296071497429,0.0
72,0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.824046010856292,2.1972245773362196,1.6094379124341003,3.4339872044851463,5.66988092298052,1.0986122886681098
73,0,9.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.305650551780507,3.784189633918261,1.6094379124341003,4.1588830833596715,9.035986984831405,2.3978952727983707
74,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.792555991828847,3.912023005428146,1.6094379124341003,3.8918202981106265,4.700480365792417,0.0
75,3,8.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.245970886175828,4.110873864173311,1.6094379124341003,3.4657359027997265,6.1092475827643655,5.017279836814924
76,0,6.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,9.809176873064887,4.07753744390572,1.6094379124341003,3.2188758248682006,5.135798437050262,3.6635616461296463
77,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.836278802842678,2.70805020110221,1.6094379124341003,3.5553480614894135,5.966146739123692,0.0
78,0,8.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.073230327123223,4.290459441148391,0.6931471805599453,1.791759469228055,8.575462099540212,3.367295829986474
79,1,6.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.78131991856192,4.454347296253507,1.6094379124341003,2.772588722239781,4.700480365792417,2.1972245773362196
80,0,7.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9.72913416539135,4.74493212836325,1.6094379124341003,4.23410650459726,5.560681631015528,0.0
81,0,7.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.069001991013701,3.1780538303479458,1.6094379124341003,2.9444389791664403,5.438079308923196,3.871201010907891
82,0,9.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,9.825526011066415,2.1972245773362196,1.6094379124341003,3.5553480614894135,4.248495242049359,1.0986122886681098
83,0,8.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.595602772766828,2.833213344056216,1.6094379124341003,3.4657359027997265,5.480638923341991,2.833213344056216
84,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10.322197887394314,5.634789603169249,1.6094379124341003,4.430816798843313,5.799092654460526,0.0
85,0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,8.216088098632316,0.0,1.6094379124341003,3.258096538021482,6.907755278982137,0.0
86,0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,7.090076835776092,2.5649493574615367,1.6094379124341003,3.8066624897703196,6.1092475827643655,0.0
87,3,7.7,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.160518247477505,6.003887067106539,1.6094379124341003,4.418840607796598,6.593044534142437,1.3862943611198906
88,0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,10.089967119478747,2.1972245773362196,1.3862943611198906,2.6390573296152584,6.672032945461067,0.6931471805599453
89,3,9.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9.602382459752207,3.970291913552122,1.6094379124341003,3.58351893845611,6.234410725718371,4.709530201312334
90,3,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.575462099540212,3.6888794541139363,1.6094379124341003,3.044522437723423,6.131226489483141,0.0
91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.648221453822641,0.0,0.6931471805599453,1.0986122886681098,5.991464547107982,5e-324
92,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.88837391472608,3.784189633918261,0.6931471805599453,1.3862943611198906,6.063785208687608,0.0
93,0,8.8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,8.779557455883728,3.8918202981106265,1.6094379124341003,3.295836866004329,4.499809670330265,2.3978952727983707
94,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.789319076925574,1.3862943611198906,0.0,0.0,8.268731832117737,0.0
95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.775654181026242,3.6888794541139363,0.0,0.0,0.0,0.0
96,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.961756460660103,3.9889840465642745,1.3862943611198906,1.9459101490553132,5.768320995793772,0.0
97,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.766377507683169,4.1588830833596715,0.0,0.0,5.886104031450156,0.0
